,MP,ORtg,%Ps,Pts,OR,DR,A,TO,Blk,Stl,PF,2Pt %,3Pt %,FT %,2Pt %Att,3Pt %Att,FT %Att,Pnts-Prev,Marg
Oklahoma St. 2015,15.616161616161618,67.71824402109328,10.581193367498514,4.9810606060606055,0.6366050207961973,1.675198677956031,0.8638963161021985,0.7885101010101011,0.31078245692216283,0.5177742498514557,1.5005663250148544,0.2767728354564083,0.1486696169945251,0.2423759047881708,0.0653917146283432,0.09320818257335445,0.06267858293958319,0.08009321152703504,7.093866050207962
Oregon 2015,17.38035584604212,78.79629629629628,12.406681190994918,6.226942628903412,0.9181190994916485,2.0096223674655054,1.1038489469862018,0.8364197530864197,0.4442628903413217,0.5337690631808278,1.6143790849673205,0.35490902122165735,0.17757708582871984,0.30681879362515013,0.07995140999351781,0.07814608733812572,0.07947680976336888,0.2832244008714598,5.4978213507625275
Providence 2015,16.80563025210084,65.40689075630252,10.09747899159664,4.614705882352942,1.0033613445378151,1.914201680672269,0.8110084033613445,0.8240336134453781,0.4663025210084033,0.49369747899159666,1.6181512605042012,0.3186328960488624,0.11808323329331731,0.2892063825530212,0.06553941686162604,0.06721587926668642,0.06159743981889455,0.2719327731092437,4.079831932773109
Purdue 2015,16.820397249809016,75.07173414820474,14.537433155080215,5.713292589763178,0.779755538579068,1.8983957219251337,1.1944996180290297,1.0669213139801377,0.45706646294881587,0.4240641711229946,1.5881588999236058,0.33462881295769004,0.13344734588050097,0.3066279679916044,0.08308714749332147,0.08692850208444794,0.07970421163486528,-0.3715813598166539,5.717494270435446
Robert Morris 2015,17.205194805194807,69.76623376623377,13.301298701298698,5.888311688311689,0.7506493506493507,1.8181818181818181,1.044155844155844,1.1532467532467534,0.2519480519480519,0.7298701298701299,1.5740259740259739,0.3269755136638253,0.15578587357808138,0.30811609025894743,0.08571428571428572,0.08571428571428573,0.0857142857142857,-0.34285714285714286,1.1999999999999997
San Diego St. 2015,12.15375816993464,61.56413787737318,10.745490974167444,3.3945066915655144,0.6221638655462185,1.2316254279489574,0.6294195455960162,0.6818821973233739,0.32582866479925304,0.3579715219421102,0.989943199502023,0.284458839091192,0.09710767022858524,0.20862304475662316,0.05349946500625085,0.05545317781087799,0.05136879856484796,0.0038359788359788962,9.72741207594149
SMU 2015,21.599999999999998,89.57647058823531,16.88235294117647,7.65,1.0705882352941178,2.6323529411764706,1.5735294117647058,1.3176470588235294,0.44411764705882356,0.7264705882352941,1.8058823529411765,0.41407203091026623,0.13959935489347253,0.43027554961378495,0.10559541880674432,0.12033202972637957,0.10747560825009916,-0.2941176470588236,8.858823529411769
St. John's 2015,17.62534435261708,58.853994490358126,10.834710743801653,6.278236914600551,0.7658402203856749,2.046831955922865,1.1019283746556472,0.9256198347107438,0.5730027548209367,0.6584022038567493,1.5537190082644623,0.2789608616054897,0.12728286405972355,0.25901835767538245,0.08815426997245178,0.08815426997245178,0.08815426997245178,0.6115702479338844,3.484848484848485
Stephen F. Austin 2015,14.209308338720103,72.5343891402715,12.357595345830639,5.395669036845506,0.8703296703296702,1.471687136393019,1.172268907563025,0.9112475759534581,0.2597931480284421,0.495087265675501,1.6224305106658048,0.3694558639306539,0.17874595992243048,0.333400591005633,0.07368358476235753,0.06163318878690645,0.06757580210929424,-0.3127343244990304,13.695927601809952
Texas 2015,18.623376623376622,79.14392666157373,15.13766233766234,7.037051184110009,1.1750190985485103,2.5991596638655463,1.1451489686783807,1.1130634071810543,0.7604278074866309,0.5,1.7990068754774635,0.37667580846594556,0.13995646743545906,0.39213999989884135,0.09871039736807824,0.08745076094410528,0.09908125658219577,0.2947288006111536,4.487394957983192
Texas Southern 2015,13.847150398620984,52.7019594376212,10.125310637075343,4.446013341233929,0.6610675680528622,1.471363481289952,0.8289363822452055,0.8744622207857504,0.23659861380449612,0.40535669395963503,1.268759426847662,0.2524938512252669,0.12585288058502345,0.2617924532866759,0.06407797466578401,0.05817984971774467,0.06901321017595519,-0.4650138260432378,1.9264122315592904
UAB 2015,17.59090909090909,75.52020202020202,14.785353535353533,5.888888888888889,0.8712121212121211,1.974747474747475,1.22979797979798,1.1388888888888888,0.4444444444444444,0.5656565656565656,1.494949494949495,0.3244878858515222,0.1419251133266285,0.36025689377962106,0.08585858585858587,0.08585858585858587,0.08585858585858586,-0.25757575757575757,1.111111111111111
UC Irvine 2015,16.14705882352941,72.03676470588236,13.127450980392155,5.463235294117648,0.6764705882352943,1.877450980392157,1.1421568627450982,0.9215686274509803,0.4044117647058824,0.463235294117647,1.3651960784313726,0.32837662085607594,0.1619721373397844,0.2860819327731092,0.08088235294117646,0.08088235294117646,0.08088235294117647,-0.10784313725490198,5.411764705882354
